payment_id,order_id,amount,payment_method
1941,1941,9675,Bank Transfer
1942,1942,6501,PayPal
1943,1943,9736,Credit Card
1944,1944,8785,Credit Card
1945,1945,2911,PayPal
1946,1946,1318,Bank Transfer
1947,1947,9552,PayPal
1948,1948,7971,Bank Transfer
1949,1949,2639,PayPal
1950,1950,877,Credit Card
1951,1951,3388,Mobile Money
1952,1952,6792,Bank Transfer
1953,1953,9821,PayPal
1954,1954,3857,Mobile Money
1955,1955,1291,Mobile Money
1956,1956,1525,Bank Transfer
1957,1957,9654,Mobile Money
1958,1958,6448,Credit Card
1959,1959,1093,Credit Card
1960,1960,225,Bank Transfer
1961,1961,7188,Credit Card
1962,1962,8613,Credit Card
1963,1963,7400,PayPal
1964,1964,6821,Bank Transfer
1965,1965,2687,Credit Card
1966,1966,5936,Credit Card
1967,1967,4745,Credit Card
1968,1968,8378,PayPal
1969,1969,7894,Bank Transfer
1970,1970,758,Credit Card
1971,1971,1169,Bank Transfer
1972,1972,3199,PayPal
1973,1973,9199,Bank Transfer
1974,1974,5934,Mobile Money
1975,1975,9244,Credit Card
1976,1976,1716,PayPal
1977,1977,6456,Credit Card
1978,1978,4658,Bank Transfer
1979,1979,1922,Credit Card
1980,1980,7674,Mobile Money
1981,1981,7322,PayPal
1982,1982,2507,Credit Card
1983,1983,3635,Bank Transfer
1984,1984,4699,Mobile Money
1985,1985,2125,PayPal
1986,1986,3540,PayPal
1987,1987,2456,PayPal
1988,1988,213,Credit Card
1989,1989,4490,Mobile Money
1990,1990,3061,Credit Card
1991,1991,3004,Mobile Money
1992,1992,3302,PayPal
1993,1993,9102,Mobile Money
1994,1994,9322,PayPal
1995,1995,5369,Bank Transfer
1996,1996,9480,PayPal
1997,1997,2801,Mobile Money
1998,1998,9120,PayPal
1999,1999,8640,Credit Card
2000,2000,9667,PayPal
